iter	MultiClass
692	0.3733940359
693	0.3730332228
694	0.3728258534
695	0.3725169634
696	0.3721325605
697	0.3716029191
698	0.3712337314
699	0.3709453188
700	0.3706184548
701	0.3700474232
702	0.369603612
703	0.3693439316
704	0.3690528544
705	0.3687737769
706	0.3683883952
707	0.3679074459
708	0.3676179262
709	0.3674098255
710	0.3672323184
711	0.3670710155
712	0.3666174037
713	0.3662317765
714	0.3659027873
715	0.3655487364
716	0.3648927619
717	0.3646424881
718	0.3645229892
719	0.3643584068
720	0.3641260426
721	0.3636683981
722	0.3634302794
723	0.3631948571
724	0.3627797997
725	0.3622616126
726	0.3620147619
727	0.3617235157
728	0.3611949966
729	0.360843034
730	0.3604264859
731	0.3600465385
732	0.3597012745
733	0.3595492682
734	0.3590805384
735	0.3587995145
736	0.3585121578
737	0.3582780897
738	0.3579673293
739	0.3576213793
740	0.3572427869
741	0.3568902125
742	0.3566415236
743	0.3562681305
744	0.3557955694
745	0.3553686241
746	0.3547217696
747	0.3542942714
748	0.3539422781
749	0.3536549191
750	0.3531673795
751	0.3529452538
752	0.352676713
753	0.3523556141
754	0.3520505278
755	0.3517888665
756	0.3513145651
757	0.3510197228
758	0.350740625
759	0.3502647778
760	0.3499066312
761	0.3496037138
762	0.3492674228
763	0.3490139275
764	0.3486809758
765	0.3482248033
766	0.3477174089
767	0.3475051963
768	0.3472927193
769	0.3467480375
770	0.3465077627
771	0.3463831523
772	0.3460281807
773	0.3457423973
774	0.3453725536
775	0.3451267743
776	0.3448140352
777	0.3445602027
778	0.3442041752
779	0.3439643703
780	0.3437135014
781	0.3433767186
782	0.3431544864
783	0.3428496088
784	0.3426358309
785	0.3422330946
786	0.3419896731
787	0.3416839179
788	0.3414151693
789	0.3410527764
790	0.3405069431
791	0.3401780134
792	0.3400010894
793	0.339735203
794	0.3393863254
795	0.3389702197
796	0.3388211485
797	0.3386200152
798	0.3382206472
799	0.3379558291
800	0.3377910351
801	0.3373846315
802	0.3368690096
803	0.3364388593
804	0.3361538586
805	0.3358134857
806	0.3356721025
807	0.3354031489
808	0.3352413199
809	0.3348050095
810	0.3344796898
811	0.3340787879
812	0.3337952922
813	0.3334080856
814	0.3330418856
815	0.3325980524
816	0.3324731974
817	0.3320872876
818	0.3317758445
819	0.3315228852
820	0.3312717647
821	0.3310877247
822	0.3308324157
823	0.3304207223
824	0.3300856377
825	0.3296988206
826	0.3293117684
827	0.3290320922
828	0.3286813216
829	0.3284719604
830	0.328182395
831	0.3279655636
832	0.3277455871
833	0.3273926611
834	0.3270628368
835	0.3267318028
836	0.3262823009
837	0.3261041095
838	0.3257365356
839	0.3254976575
840	0.3253365441
841	0.3252220481
842	0.324958156
843	0.3245980163
844	0.3241595746
845	0.3239389833
846	0.32371213
847	0.3233862405
848	0.3229810009
849	0.322764579
850	0.3225343194
851	0.3224145782
852	0.3219690956
853	0.3216947009
854	0.3214893418
855	0.3210871643
856	0.3208610135
857	0.3207102264
858	0.3200818314
859	0.319875124
860	0.3195870524
861	0.3191373209
862	0.3188421424
863	0.3185792258
864	0.3184422276
865	0.3182114431
866	0.3178531125
867	0.3175786196
868	0.3170351096
869	0.3167811213
870	0.3165025426
871	0.3162846017
872	0.3159967038
873	0.3158093369
874	0.3156651603
875	0.315384424
876	0.3152121833
877	0.3149339984
878	0.3146652645
879	0.3143437804
880	0.3139774546
881	0.3138357182
882	0.3135976714
883	0.3134020877
884	0.3131327422
885	0.3129843391
886	0.3128149704
887	0.3125660901
888	0.312464269
889	0.3121327026
890	0.3119118162
891	0.3116188946
892	0.3114787996
893	0.3112338235
894	0.3110775864
895	0.3107283823
896	0.310440781
897	0.3100943375
898	0.3097853004
899	0.3096025543
900	0.309271765
901	0.3089614205
902	0.3087625429
903	0.3083185233
904	0.3077515217
905	0.307443468
906	0.3071371649
907	0.3068927354
908	0.3065505987
909	0.306424396
910	0.3061193819
911	0.305874978
912	0.3056137118
913	0.3053029864
914	0.3050220835
915	0.3048985995
916	0.3045888378
917	0.3041995987
918	0.3041051373
919	0.3038825033
920	0.3036636549
921	0.3033779082
922	0.3030547423
923	0.3028165234
924	0.3025786004
925	0.3023561742
926	0.3021991298
927	0.3020127638
928	0.3016809062
929	0.30145037
930	0.3013362991
931	0.3010995938
932	0.300865206
933	0.300494446
934	0.3002321189
935	0.30012029
936	0.2998236927
937	0.299594661
938	0.2993704296
939	0.2990928245
940	0.2989459451
941	0.2986330273
942	0.298391759
943	0.2981474435
944	0.2978659352
945	0.2976306552
946	0.2974972664
947	0.2971312575
948	0.2967858535
949	0.2965806155
950	0.2963361458
951	0.2959812717
952	0.2958055403
953	0.2955846421
954	0.2954459355
955	0.2951707008
956	0.2950092671
957	0.2948176299
958	0.2946057963
959	0.2944991351
960	0.2942124183
961	0.293993229
962	0.2936791993
963	0.2934450257
964	0.2931796711
965	0.292935144
966	0.2927907331
967	0.2925839807
968	0.2921329419
969	0.2919300059
970	0.2917202837
971	0.2915236464
972	0.2911140297
973	0.2909163332
974	0.2906555739
975	0.2904642614
976	0.2902456841
977	0.2900575171
978	0.2897808008
979	0.2896429727
980	0.2894067997
981	0.2891410957
982	0.2888127786
983	0.2885562221
984	0.2882572488
985	0.288112572
986	0.2879330275
987	0.2876827506
988	0.287297298
989	0.2869567604
990	0.2868655085
991	0.2866643278
992	0.2863385419
993	0.286125536
994	0.2860474853
995	0.2859659747
996	0.2855643226
997	0.285375555
998	0.2852322521
999	0.2850379328
