ticker,long_term_projected_earnings_growth
0P0000P76H,7.1430125
0P0000MOC6,9.238525
F0GBR04AEV,12.510836
F00000VP6M,9.283608
F0GBR058QQ,10.274458
F00000Z11X,9.689267
F00000OIPK,9.133673
F00000Q3PJ,6.0263066
F00000YWMN,9.994112
F00000TULR,10.852643
F00000WMTD,17.925581
F00000YZBD,10.426788
F000011HJN,11.091136
F0GBR04NMF,9.481099
F000010L07,7.855289
F00000YQI8,8.01964
F00000M1HS,15.573976
F0GBR04AXQ,6.7034616
F0GBR04AR7,9.017919
0P0000M74U,6.9995775
F00000YCY2,12.348648
F000014PD7,9.35284
F00000YA33,8.327879
0P000161EY,10.351043
F000014XX3,8.227375
F00000GUKU,11.635051
0P00016T8R,9.019452
F0GBR06I2C,10.325419
F00000OST4,8.749236
0P00014DQ7,9.449714
F00000WYK2,10.208876
F0GBR055SF,9.7950325
F0GBR04U3R,23.394335
F00000YJZO,9.884445
F00000LI6M,17.430616
F0000024ST,9.275921
F0000009GP,8.9459095
F0000025OZ,12.078597
F00000OCZX,6.1364417
F0GBR04C02,9.794703
F00000V4U7,8.25114
0P00018OAP,8.904458
F00000O55W,8.193869
0P0000TGER,5.555517
F00000NGAA,3.8124216
0P00016JKZ,7.4776096
0P000132J9,6.0044794
F0000020IA,9.645397
F00000MWTA,9.45419
F0GBR06142,11.600033
F00000VQXN,10.280598
0P0001603E,7.767503
F0GBR04PCY,10.323484
0P00018Z45,12.365814
F000013C35,11.251427
F00000PNDK,8.933382
0P00017CIL,9.566609
0P000159BX,10.437045
F00000VI21,18.238728
0P0001F1VF,8.898728
0P00016NER,11.436545
F000002Y73,9.5089855
F0GBR04OSB,11.13679
F000002J6W,6.614449
F00000SDL5,9.952663
F00000MEXM,10.58709
F00000VCHE,9.66951
F00000257D,9.875753
F000003W9B,9.90999
FOGBR05KLR,9.059307
F00000TGHD,10.025413
F00000NFDI,7.4275827
F0GBR06U6U,22.029493
0P00015EI1,8.162649
F00000MQQT,11.080681
F00000VA6B,4.7356725
F00000UHNQ,13.517214
F00000QA0B,11.335092
F0000040T4,3.8699987
F00000PMQL,9.32186
F00000WYA1,30.85194
F00000PAP8,10.550065
F0GBR05WS6,6.9578447
F000000FBR,4.534019
0P0001BVD8,7.947469
0P0000191W,9.182738
0P00016SUG,11.909347
F00000MKF8,7.0194583
F000010AB8,7.4927225
F0GBR05XI2,9.5680065
F00000P8SS,9.456762
F00000NGA5,6.2626143
F00000OTEG,12.12656
F0GBR06GI8,12.396336
F00000PO8E,10.361353
F00000SZFM,7.6396346
F0GBR063VI,10.599257
0P00016SL5,7.6559453
F000002XVH,10.086835
F00000J4SL,8.314453
F00000ZO6L,18.315516
F00000SX1U,12.251763
F00000LO9N,9.649138
0P0001CLZC,8.161885
F00000NFCN,15.877519
F0GBR04TU9,14.676524
F00000ZN2H,13.336107
F00000QB7Q,9.836181
0P00012S63,9.653628
F00000WYWF,7.794226
F00000W9RO,7.0449905
F0GBR04W5G,15.269482
0P0000G7SS,14.560013
F0GBR05S10,9.274427
F0000118JS,10.570392
F00000UQY5,5.8843465
0P0000N6H1,10.185289
0P0000PY17,9.422762
0P0000M82J,4.8095956
F00000Q0GX,10.634715
F00000NUL2,8.538029
0P000090A7,4.5229564
F00000OLVT,10.112162
F00000MO7H,4.4959383
F0GBR06HPZ,25.264914
0P0001FLNB,9.348621
F000001AU0,11.565136
F00000GUKQ,8.872465
0P00012QSG,21.677975
F0GBR04SRR,9.633814
F00000OQGS,13.581632
F0GBR05AVL,15.764656
F00000P5TG,8.838097
F000013T3H,8.045804
F00000M96L,13.590803
0P00015DQL,10.269029
F00000X3YC,7.6072793
F000001GDW,9.493129
F00000QA1U,8.100822
0P0001H2ZX,5.2768974
F0GBR05ZM4,8.777634
F0GBR04VDH,9.964191
F00000MEXI,11.83018
F00000QO9S,23.356031
F00000QCPX,11.473405
0P0000UOK1,7.9117875
F000002NXT,9.071653
F00000SFIW,6.3474593
F00000TGGI,10.309604
F00000LOAK,9.775047
0P00018CYK,9.007107
F00000407F,8.113755
F00000LYI4,9.322455
0P00016SCU,7.5787086
F00000YQ0V,14.2620945
0P00016SRW,9.298757
F00000JUG0,11.721571
F00000YSTZ,10.3724785
F000002MUW,11.414658
F00000XIZB,9.268591
F0GBR04FZ2,9.497313
F00001103L,8.615384
F00000TQOH,18.07242
F00000SK46,9.0978155
0P00017FML,14.719975
0P0000GH31,8.7247305
0P0001ANGU,11.276426
F00000YQ0Q,14.705012
0P0000O8T9,19.330198
F00000LIYA,13.809254
F000001AU6,7.5817914
F00000YBS8,7.9147887
0P00016SWA,8.79575
F00000VZ3V,18.667437
F0GBR05XAX,7.195067
0P0000M859,10.833139
F0000043LM,9.001135
0P00011V8Q,8.858311
F00000X5CH,8.84032
F00000NQ2J,10.281891
F00000W8V6,9.158869
F00000X3NT,4.6535664
F00000Y4L0,17.580866
F00000XAT1,8.942597
F0GBR063XB,10.683573
F0GBR04EF8,7.585796
F00000OXI9,37.304474
F00000YXG6,9.384325
F00000VQID,6.4486494
F00000YPWA,18.67334
0P00016SPM,7.7322745
0P00012S64,9.56302
F0GBR06U20,8.34943
F00000XVOR,6.0756993
F00000VTVQ,11.998167
F00000MKYQ,6.448433
F00000WS8N,10.11593
F00000PBGL,13.989338
0P0001030Y,5.9206285
F00000OUST,8.528099
F00000UMEU,17.096933
F0GBR04F2B,8.21865
F0GBR04DG3,11.211413
F000000428,4.7679996
F00000QLNI,7.3702397
F000005ETU,16.612455
FOGBR05JPK,8.372188
0P0001FAGW,4.2209253
F0000140FH,18.05431
F00000ZTV4,5.797305
0P0000AAU4,7.7759585
F00000ZB0L,9.220288
F00000WL9O,5.908198
F000002835,11.135825
0P00015O7D,4.058799
F00000JWHD,14.127161
F0GBR04XC6,8.638282
0P00016F7B,8.957307
0P0001FIAE,4.8345404
F00000V4ZA,8.853786
F00000PI2Q,5.5436287
F00000WHEZ,8.611825
F00000NDHH,6.3405128
F00000PEVN,9.222331
0P0000N6Q0,12.145589
F00000PXHM,9.9180565
F0GBR069D5,12.7995405
F00000PRO2,9.53162
0P0000M87B,6.7259607
F00000TQLU,7.863914
F00000JYXL,8.034356
F00000PXK4,11.444903
F000002QJ7,13.17362
F0GBR05XFD,10.908343
F00000VS3R,13.324866
F00000OES2,9.372781
0P0001FI66,6.7787313
F00000OZTT,9.520068
F00000OSOL,9.870218
F00000TF4N,10.978964
F00000VOAS,11.178256
F000003W97,9.90706
0P0001GY98,11.584581
F00000ZECM,14.806633
F00000ZDCD,19.818205
0P00016SIC,12.657708
F00000XP0G,11.736746
F00000OELZ,11.342929
F00000XXVU,6.415616
F0GBR06KPU,7.663126
0P00011EXV,8.684396
F00000066L,8.97376
F000013QZH,12.152157
F00000ZVG7,9.221482
F00000W6IO,12.950019
F00000QB5I,8.207813
F0GBR068VD,10.247497
F00000LXRY,11.506247
F00000Y8YN,5.7402024
F00000JNML,9.498155
0P000151KZ,8.036166
0P00000J08,9.023803
F00000XASW,9.014837
F0000009KL,15.668554
F000001FSC,13.299084
F000002SPE,12.210657
F000015ODX,9.331716
F00000GV0E,12.345144
F00000P01B,8.690762
F00000SJM7,9.977273
F00000ZG4V,9.389788
F0GBR04RNY,10.556161
F00000S3FC,8.997898
F000000H7T,11.141645
0P0001CKPI,9.405319
F00000ZNSA,15.431321
0P0001ANHH,11.393754
F00000UEOG,6.726164
F00000TFUO,7.78888
0P0001D5IS,9.133497
F00000TJ3S,10.404269
0P0000UVZO,7.598268
F0GBR069U2,7.5655355
0P0000N6GZ,15.090907
F0GBR06KJM,9.927062
F00000NZF6,9.002763
F00000QT03,10.602931
F00000VH2A,9.992595
0P0001HR6R,8.747299
F00000X0WS,11.468927
0P00008HJ2,11.2894125
F00000V5FR,9.299397
F0GBR05ZLC,9.838673
F0GBR04VZA,12.764662
F00000EXO8,9.180661
F0GBR05TKX,12.324573
F00000PWV6,10.484029
F00000UOS6,12.224788
F00000ZDIS,9.2668
F0GBR061LR,9.227056
0P0000N6JQ,7.285471
F0GBR04TPT,14.523646
F0000026VU,7.091625
F000010L35,7.559056
F0000008ZN,12.403764
F00000TEXL,9.949557
0P0001FIAI,9.661079
F0GBR06OW2,6.2189703
0P00014OA7,6.087805
F00000OPT1,13.356624
F000014XWZ,6.327756
F0GBR04SN3,9.165042
F0GBR06A2G,10.949847
F00000OJ50,8.978169
0P0000N6MW,15.135356
0P00014I9Q,8.888752
F00000WPTJ,9.158557
F00000W9O0,8.05134
F0GBR04WBZ,10.717707
F00000WX3P,9.152361
F00000Q0V5,8.5639105
0P000195VS,13.6067295
F0GBR04S0K,14.74329
F00000Y0Q1,10.220878
F00000XAFD,17.88477
F00000YTXY,8.625382
F000013T1B,8.052882
F00000YGY7,8.978334
F00000SVFZ,8.586524
F00000QBAN,8.721999
F00000O577,8.131211
F00000VUUL,13.106941
F0GBR04S8F,6.095218
0P00013NOW,14.172035
F00000WFW3,9.429121
F00000OWFH,9.649849
0P0000936Z,14.973668
F000002QT6,8.641077
F00000XFUP,12.099731
F00000Q4KG,7.6568146
F00000UQ13,8.893898
0P0000PY1L,9.105285
F00000TW5B,15.311444
0P0001E1Y0,10.53284
F00000XHAW,3.1866982
F0GBR063HB,5.908929
F000011BHE,9.383884
F00000XYQT,5.9176106
F00000NGA6,6.4554286
0P00013BWG,6.1263175
0P0000SJ01,5.5887785
F00000OO7Z,7.7103987
F00000JUU5,10.993982
F00000PI3G,10.736873
F000010UCC,11.583064
F00000ZEX1,11.584277
F00000Z4EO,18.223667
F00000WVP3,9.796076
F000014L10,15.35427
F00000MIAH,9.023488
F00000TVHA,10.318357
F00000OMU8,8.13576
F00000PXEZ,6.4727798
F000010P2R,8.651251
F00000JVIJ,17.150229
F00000PLQE,13.044368
F00000SY9W,10.052867
0P00016SYX,4.608169
F0GBR04RWY,9.575577
0P000132HB,6.4937487
F000001ZH7,7.580675
F000000F6R,10.894844
F0GBR050DF,13.580182
F00000OE9U,8.016596
F00000TE74,7.4249043
0P00008DUC,6.76683
F00000OPVE,17.763313
F000005J3A,9.397658
0P00019ISG,6.434173
F00000PLIZ,9.092452
F00000YQMW,7.223932
F000013T1M,9.593801
F00000Y0PH,8.739434
F0GBR06XJA,11.639005
F00000YZFF,9.594972
0P000019RG,12.708376
F00000ZGOS,12.892493
F00000VDIU,9.169047
F00000WCFJ,6.2138042
F00000Z6ZT,8.914122
0P0000M7UJ,4.534481
F0GBR04KL1,8.340276
0P0000HYBD,11.76182
F00000ZO7J,8.425694
F0GBR04N25,9.698043
F0GBR04S6A,9.784795
F00000W91Z,8.123667
0P00016PQS,7.90127
0P0000M3X1,7.1424794
F000015QLG,9.057307
F00000JQVU,12.891483
F00000YSY9,9.170657
F00000MMM0,11.055025
0P0000M7U0,14.364823
F00000VDK1,12.747968
F00000T29V,6.6500583
F00000U3OB,11.974746
F000010L52,12.15018
F0GBR04TDL,13.830772
F00000V5JF,19.452097
F0GBR04HUP,10.346278
F0GBR06DBU,10.242222
F00000VBFS,7.6252866
F0GBR053BM,8.17154
F00000Y0QN,13.268065
F00000WC33,9.046597
F0000102F2,5.073532
0P00019B2W,12.506504
F00000JVNA,8.774566
F00000W429,9.21459
F00000VWC6,11.131702
F00000OWNT,9.486425
F0GBR04RNU,17.90193
F00000P25O,9.895027
F000001ZFO,11.501252
F0GBR04NRO,9.909991
F00000ON4I,9.242596
F0GBR04BD3,9.72933
F00000W42B,7.6587796
F00000ZQJ2,7.36625
0P00014ITH,6.6976027
F0GBR06L0R,8.593852
F00000WALL,9.168088
F00000IRA8,7.27433
F00000WZJN,8.752937
F00000W9SC,9.43506
F00000ZLB0,8.300902
F00000V3ZN,11.434162
F00000VRZY,11.07753
F0GBR04DEN,11.318396
0P0000VWLJ,11.248325
F00000QTR7,10.855538
F00000TW90,9.448578
F000001L7Z,13.723556
F000002KQ4,9.260381
F00000ZOKJ,13.365577
0P0001529D,6.6049356
F0GBR04SAN,7.0586686
F00000NRZN,12.643175
F0GBR04C4O,16.22661
F00000TUM3,10.670952
0P0000G5SB,12.287509
F00000VLIH,12.335767
F00000P800,8.925656
0P00011NAQ,41.41852
F0GBR052XC,9.776332
F00000Z0A1,15.133943
0P0000N6B3,9.409586
0P00016SXA,9.1729
F00000ZA08,8.775472
F00000SBUE,7.6106386
0P0000TGEU,5.7496214
F000002NET,9.9712
F0GBR05TRC,8.403881
F00000T1MV,9.699295
F00000NDPT,7.407166
F00000LMV3,8.059014
0P0000I4PL,12.44221
F0GBR06FZ4,9.193081
0P00001O3S,10.535261
F00000OL8G,17.67339
F00000YRHO,9.074697
F00000U3S4,8.341099
0P000192KG,6.3949313
F000010L94,10.283368
0P0000TSES,34.13458
F000011S1B,10.737062
0P0000YQN7,10.868694
F0000003FT,9.043412
F00000Z4XG,14.781017
F0000108HZ,10.071942
0P0001BVGN,8.856747
F0GBR04INV,7.5246177
F00000WBSY,9.816163
F0GBR04K8B,9.900846
0P00016GNP,11.204711
F00000RFWJ,8.817191
F00000MEQC,6.3234196
F000002IO3,9.325917
0P0000LYID,15.503969
F00000XO6I,7.429321
F00000W9P3,11.347015
0P00019OG9,9.97937
0P0000N6C4,5.7429285
F00000WNAB,7.4395914
F00000YJQF,7.273766
F0GBR04DF0,10.25952
F00000N75V,6.811868
0P000170S0,12.148037
0P0000OOBY,5.5809608
F0GBR04TXT,9.568401
F00000WSN2,8.474598
F00000UP3S,9.435792
0P00016SDA,8.784246
F00000W029,8.254776
F00000UPGY,9.233598
0P0000N67V,11.920046
F00000OKF1,7.554641
F00000452R,15.974648
F000014PGV,7.110048
F0GBR06G1O,11.388748
F00000MWK9,26.574219
F00000PXKJ,4.6769824
F00000VHGM,7.768034
F000001XA5,8.831521
0P00015DQP,7.904176
F0GBR064G3,6.837732
0P0001FHMH,10.70405
F000002QN3,8.748319
0P000160T2,4.6135178
0P0000XZOQ,12.885374
F00000PHNF,10.111716
F00000Z4YZ,13.32593
F00000P0J3,10.140556
0P00016SM2,21.316166
F0GBR06FA6,6.6220293
F00000XAQN,6.592881
F00000P2VZ,8.437119
0P0000J4J6,10.444519
0P00016T4F,4.7152886
F00000WDT8,12.016842
F00000PUHR,15.280725
0P0000N6JE,11.388926
F00000YWJH,8.644781
F000005OTJ,12.83036
F00000VKCK,12.935547
F0GBR04VKO,10.778681
0P00016T2T,6.731351
F00000YYF8,7.7215433
F0GBR04C3M,9.465621
0P0000M657,10.7374935
F0GBR04B82,11.349175
F000002X6S,9.780969
0P0000M7CN,21.391333
F0GBR04ASN,15.103297
F00000Y0PN,12.63664
F0GBR04NFK,9.463793
F00000TY7J,8.874592
F00000WAP9,9.172949
F00000OUPL,9.738117
F00000OLKC,8.141564
0P00016RYH,8.322108
0P0000GH2M,6.575036
0P0001K3U1,5.135964
F00000Q3KX,13.798463
F000002OFY,11.584874
F00000X5B0,11.619644
F00000Z4XV,12.981779
0P0000GH2W,7.200181
0P0001618I,4.662439
0P0001CKQ3,9.840388
F00000OVCU,8.669363
F000000QXM,12.952459
F0000000RT,9.146302
F000003XRA,1.1004457
F00000MUTN,11.904377
F00000MMN1,15.1587305
0P00016SDC,7.1996746
F000002T5G,9.427113
F00000Y9DD,7.1304517
F0GBR06DIZ,7.373601
F000001ZRV,12.384144
F0GBR058RV,10.9820595
F0GBR04CG8,9.155755
F0GBR05534,7.4455857
F0GBR06W8L,9.444419
F00000YCGW,8.026101
F00000LWOG,13.395245
F00000GVVN,9.965265
F00000WTF1,9.835887
0P000090LF,13.269895
F00000QGBR,9.703071
F0GBR04GWY,10.13037
F000002YDI,8.631362
F00000MIC8,5.504233
F00000OPVD,9.866293
F00000SPTQ,7.436091
F00000YE5J,9.122997
0P000153HN,9.030306
F00000ZNZX,13.203711
F00000LO7P,9.604539
F0GBR06Q9E,5.7439265
F00000LOE6,9.558111
F00000J72I,8.774279
F0GBR05ZUV,9.258598
F00000QG07,14.856759
F000000H7S,11.207696
F0GBR065OD,14.011335
F0GBR04RXO,8.192374
F0000000MM,11.61168
0P00001AMN,12.032246
F00000UI4K,12.830475
F0GBR04AGM,11.065251
0P0001F1UW,8.918435
F0GBR05ZA5,9.161667
F00000NGS0,9.7063465
F000010N8N,13.119335
0P0001FI60,7.829101
F0GBR04S30,8.082754
F000002NQ2,18.522413
F00000SK17,7.479671
F00000UO5E,7.8649225
F00000YCDM,8.684086
F00000PG3T,9.954353
F0GBR050AU,7.985151
0P0001C5VI,8.255766
0P0000M2W0,9.738756
F00000OO8C,20.3094
F00000204S,9.736665
0P0000M86B,13.143702
0P0000N67R,11.930112
F00000NGHV,8.9990835
F00000P0RK,11.240849
0P0000ZL0X,9.106297
F0GBR04AWB,9.039348
F00000NO5N,9.540773
F00000WZX8,9.030158
F000003WVM,11.348201
F000001GU4,10.168963
F00000M78M,15.412044
F00000OQ2C,22.277016
F00000ZPT5,11.1086855
F00000YCVS,6.018922
F0GBR04M0X,9.301449
0P0000RTGY,6.116899
F0GBR069OQ,4.2639475
F00000VELO,9.140054
F00000ZJYG,10.8201475
F0GBR06OVV,12.169187
F00000OIGF,6.314851
0P0001DB32,10.432826
F00000027K,16.120123
F00000P8MD,7.698483
FOGBR05LNS,10.65085
0P00016TA3,9.846376
F00000P5TK,8.749203
F000000LKJ,25.010279
F00000PSVU,8.030423
F00000PVTQ,11.078832
0P0000WFGC,9.282198
0P00013JDV,7.7252607
0P0000SGGX,8.157339
F00000VDTH,6.3034143
F0GBR06644,14.90372
F00000YYHZ,9.864486
F00000TXO6,8.841802
0P0000ZR09,6.7228394
F000003TIM,8.6739
F00000Z4YY,13.08653
F00000U25X,8.716421
F00000MTPG,14.607879
F000013L8H,10.081262
F0GBR06MBF,16.265478
0P0000WTOZ,1.3497772
F000014MM6,7.9960938
F00000VOYU,11.392117
0P00015FG2,15.710271
F00000VPY2,6.645668
F0GBR06UG0,11.768615
0P0000HHIL,8.445777
F00000Q405,10.031887
F000002K2J,9.500529
0P00016TB5,11.925414
0P0000Q5M6,8.866359
F0GBR04KGT,7.1973667
F00000XGYT,11.219987
F00000PG6M,8.699359
0P0000RTCA,5.4491515
F00000Y9GX,7.534716
F000002432,12.619197
F0GBR050JU,8.6439495
F0GBR04S2P,11.433495
0P0000XAP2,9.022845
F00000NGSE,8.088907
F00000OMU6,7.8979335
0P0000N6PS,11.999641
F00000VI1S,17.84173
F00000VS1Q,9.511447
0P0000X05S,4.986592
F00000O28K,16.163519
F0000140FF,17.346987
F00000YQNI,6.480585
F00000YD7J,9.717991
F00000NG7G,6.484732
F00000IQR3,10.618863
F000013T0P,9.995425
F00000RZ76,25.509527
F00000OJRT,10.395817
F0GBR04HTY,10.62197
F00000YQSX,12.223172
F00000UP83,10.687243
F0GBR06NYU,10.336205
F0GBR050E5,9.265829
F00000Z9WC,11.570696
F000002A4B,13.841636
F0000023SJ,11.283043
0P0000XLF3,13.045424
F00000YXCQ,9.036084
F00000U2AP,8.63326
F00000OXFZ,9.0049
F00000OXGY,9.842147
0P000183WI,6.335432
F000002A2E,8.849269
0P0000M6WF,8.743425
F00000P0WU,9.702303
F00000P8MP,8.226911
F0GBR06G7I,8.841672
F00000X6FB,9.804178
F000011S3I,11.364079
F00000PXHE,10.34602
0P0000RXYT,7.756379
F00000QJGR,13.941159
F00000O61R,7.699057
F00000TJD2,10.24813
F00000PQUA,6.5148783
F000000L26,7.64991
F00000O0OG,9.193203
F0GBR04RZ1,11.5750475
F00000ITHR,9.337826
0P0000KNQU,6.954923
F00000WS0I,15.037137
F00000Z1OP,9.126933
F00000UIK9,13.236027
0P00014DUR,13.288656
F0GBR0555V,6.947487
F00000QU2W,16.255178
F0GBR04ARA,13.585378
F00000S6EY,12.501061
0P000132FO,8.75282
F00000WYQ5,9.164367
F0GBR05XJL,9.123199
F0GBR066JK,9.844244
0P0000NC16,7.603987
F0GBR04T6Z,13.169796
0P0001FIAL,14.390906
F000005EUM,8.402927
F00000YYI3,10.253185
F00000SJT7,11.143013
F00000PEW7,9.229729
F000004074,9.98384
F00000PVBP,0.99175024
0P0000M7SR,11.380841
F00000VOAR,11.1804905
F0GBR04CDN,10.339228
F0GBR04AWX,11.79374
0P00013P1I,12.421776
F0GBR04AOA,11.172675
F00000OO5D,10.3218
0P0000WFUF,9.013544
F00000UOBQ,9.187159
F0GBR04RWH,10.255106
F00000PBEE,8.942419
0P0000M83L,7.732815
0P0000944U,19.473345
0P0000N8RF,8.955326
F00000WKK3,10.225407
0P0001670U,20.147556
0P000187F5,9.521159
F00000LO95,9.456416
F00000VSAQ,10.560842
F00000SCJH,8.973269
F00000TQOI,17.809805
F000011S12,10.657148
F0GBR06IL0,12.178969
F0GBR04FID,11.021128
F0GBR06FKY,12.341272
F00000YMMJ,10.096699
0P0001901O,7.2988443
F00000WQBQ,14.114271
0P00016PRV,7.8466287
F00000UK92,8.561615
F00000VEP4,15.996176
F00000YQNN,6.4730563
0P00016T9H,6.038507
F00000N4KH,8.596962
0P0000N69Q,7.039291
0P0000NAK7,10.649535
F0GBR06PS9,13.874497
F00000QK7X,6.47415
F0GBR06I60,12.239446
F0GBR04S7H,9.416028
F00000SJA1,13.112933
F00000SFIL,5.5476294
F000010BBJ,8.801799
F000014ED2,7.4939456
F0GBR04S4A,9.781417
F000001X3Q,11.020174
F0GBR04K6N,15.352865
F00000ZLQW,8.915715
F00000Q7QX,8.617925
F00000XL5Z,12.820684
F0GBR06OUF,9.70368
F00000PZHQ,8.598088
F000010ON7,5.471949
F00000YR61,8.199601
F0GBR04N0U,8.65478
0P0000LZYM,10.582034
F0GBR06KI4,9.386695
F0GBR06KJX,9.663319
F00000WX50,10.540031
F0GBR06GP5,9.849842
F000000FEO,7.477093
F0GBR06FYT,10.58273
F00000WVK4,12.382062
0P0000Q5LO,9.629794
F000010O03,8.028623
F000005F0X,12.160239
F00000WNA0,6.4306526
F00000T56B,10.514321
F000005PKQ,10.391376
F000000QY4,9.099855
F000003U96,9.051033
0P00001AMH,9.431324
F00000W662,15.726402
F0GBR06XHN,9.326801
0P00016SRM,9.619328
F00000VS2B,9.59693
0P00016SCW,12.240271
F00000YB8I,10.696588
F00000Z9WA,11.596433
F0GBR05ZMH,12.113565
F0GBR04KKI,17.800932
F0GBR04N6N,10.447862
F00000XIMV,4.1273074
F00000OPUO,9.951216
F0GBR04SJW,10.512019
F00000Y8DT,14.318976
F00000Y0PP,9.389976
F0GBR04M00,10.5069895
F00000Q2J6,12.424156
F00000OWQ3,8.634682
0P0001FHMG,4.4107466
0P0000N5XT,5.432719
F000005HAD,6.8395658
F00000LNT8,9.737333
F00000W34G,9.209833
F00000VP7P,10.695113
F00000NH0O,7.6216393
F0GBR04AQI,10.507221
F00000VKPZ,8.503307
0P00016SI4,9.21964
0P000151IH,6.2365155
F0GBR05Z2I,8.1601715
F000000RT7,8.445398
F00000ONHY,10.503489
F00000YP2L,11.607377
F00000MSMB,15.437571
F00000MWVN,9.148992
F00000XHLN,10.141234
F00000ZI6I,10.301164
0P0000K9W3,7.2347517
F00000VPXG,11.317043
0P0000NN97,7.5991297
F00000SD2S,9.455503
F00000VZBH,11.834114
F00000WOYZ,11.530163
0P0000KM5B,8.789051
F00000TVF4,9.504796
0P00014OAA,6.0653534
F000002FEK,11.785244
F0GBR06BQZ,8.3858795
F00000OXKE,9.569726
F00000ZA0B,8.875139
F00000NQA1,7.1747565
F0GBR05ZV7,8.011294
0P0000XOIE,7.3096156
F0GBR054PZ,8.422862
F000005H92,7.396881
F00000ORKO,9.927426
F0GBR05TRG,7.7334085
F00000P0VH,8.193307
F0GBR04TZ5,17.711
F00000ORRE,13.744459
0P00016T8N,5.2773023
F00000N60T,13.898965
0P0000M81D,6.567141
F00001100V,6.500332
F00000NGL7,6.1837068
F00000WADS,8.357381
F0000025LP,13.231246
0P00016TAM,7.784212
F00000W0Z6,15.939001
F00000QT55,8.680104
F00000OJ8U,15.703911
0P00016SR4,11.130918
F00000OKGN,14.225025
F000014RDR,13.597966
F00000VP26,9.926752
F00000YNKT,8.725816
F00000UNY3,15.244534
F00000OTTN,6.9887357
F00000WVHT,15.074349
F0GBR04RNJ,11.577832
F00000TULW,10.343374
F00000S3TE,9.249988
F00000JWRB,7.940445
F00000NRJD,9.148027
F00000Z3LG,12.508992
F00000WSH9,9.553823
F000003T4O,8.643134
F00000QQD8,10.330498
F00000OUYC,8.85549
F00000OPX5,11.923912
F000000I4N,7.120386
0P0000O8TA,19.3227
F0000028T4,9.156839
F0000027AE,11.465411
F00000WOYS,12.05472
F00000Q0GZ,9.567896
F00000210X,11.689106
0P00014E82,8.937491
F00000W8QW,12.228666
F00000QE6B,7.053739
F00000XDT6,9.986824
F00000JZKL,8.969714
0P0000THE3,9.8880005
0P00013LHI,8.818415
0P0000N67T,11.9796505
0P0000ONBH,8.921557
F0GBR04SKI,8.993715
F0GBR04CGE,49.637604
0P00016SSL,8.8955145
0P0000X05G,8.739737
0P0000X1U6,10.577322
F000003YCY,10.584541
F00000PG6E,8.357174
F00000MWIC,8.141301
F00000PTLN,10.600973
F000000F7R,9.9794445
F00000VWFI,10.279687
F0000118J7,10.416072
F0GBR06HZ6,10.882605
F0GBR04YZ0,12.398651
F00000VKNA,9.901578
F00000MMLX,11.760333
F0GBR04TVV,10.655457
F000013IMZ,10.072373
0P000197B8,9.989067
F00000Q9T9,8.676018
F00000QM7J,12.590457
0P0001CY5K,8.970971
F00000PJXV,10.568877
F000000RD0,6.353855
FOGBR05KP9,8.230572
0P0001EDKM,9.169725
F00000PBJV,11.715591
0P00013LFG,9.091
F0GBR05WP8,15.604816
F00000UIHN,8.974464
0P0000WGAO,7.6778417
F00000TEKM,8.48978
